,knn_imp_knn,knn_imp_lr,knn_imp_rf,br_imp_knn,br_imp_lr,br_imp_rf,mean_imp_knn,mean_imp_lr,mean_imp_rf,rf_imp_knn,rf_imp_lr,rf_imp_rf,gb
0,0.026295900344848633,0.022504329681396484,0.028103113174438477,0.041495323181152344,0.0336918830871582,0.055841922760009766,0.004527568817138672,0.0031435489654541016,0.011669158935546875,0.6422014236450195,0.6544880867004395,0.650456428527832,0.2130756378173828
1,0.024510622024536133,0.023213624954223633,0.03439593315124512,0.04342341423034668,0.03357267379760742,0.05549025535583496,0.004362583160400391,0.0027964115142822266,0.022447824478149414,0.6623806953430176,0.6363506317138672,0.632504940032959,0.061898231506347656
2,0.02516913414001465,0.022527217864990234,0.036330461502075195,0.04474306106567383,0.03375387191772461,0.05218696594238281,0.004719734191894531,0.0027740001678466797,0.012537240982055664,0.6531898975372314,0.6428465843200684,0.6606309413909912,0.19852018356323242
3,0.02233266830444336,0.022257089614868164,0.03298330307006836,0.040779829025268555,0.03350234031677246,0.044371843338012695,0.004052877426147461,0.002502918243408203,0.00732421875,0.6113624572753906,0.629885196685791,0.644845724105835,0.1980288028717041
4,0.025622129440307617,0.024227380752563477,0.03297734260559082,0.04236602783203125,0.03186535835266113,0.04703402519226074,0.004851579666137695,0.002516508102416992,0.011973381042480469,0.6594038009643555,0.7865920066833496,0.625403642654419,0.38074326515197754
5,0.027177810668945312,0.02547144889831543,0.042047977447509766,0.043619632720947266,0.038008689880371094,0.04585719108581543,0.006098031997680664,0.002626180648803711,0.007231950759887695,0.6222584247589111,0.6261110305786133,0.6371421813964844,0.19647216796875
6,0.025151968002319336,0.023051023483276367,0.033538103103637695,0.04248690605163574,0.03629875183105469,0.036565542221069336,0.0049817562103271484,0.0030374526977539062,0.02331829071044922,0.5825576782226562,0.6465680599212646,0.5945193767547607,0.38051295280456543
7,0.027058839797973633,0.024075984954833984,0.042588233947753906,0.04459881782531738,0.03635764122009277,0.058248043060302734,0.0049283504486083984,0.002700328826904297,0.0070514678955078125,0.6769795417785645,0.7310886383056641,0.6557815074920654,0.37120628356933594
8,0.026780128479003906,0.022893428802490234,0.03150153160095215,0.03972792625427246,0.0313420295715332,0.047406911849975586,0.005166530609130859,0.0026235580444335938,0.011995315551757812,0.6335427761077881,0.626328706741333,0.6569817066192627,0.3831048011779785
9,0.03716707229614258,0.033028364181518555,0.0613558292388916,0.041391849517822266,0.03232455253601074,0.0554962158203125,0.005330324172973633,0.002514362335205078,0.007312774658203125,0.6744732856750488,0.6404600143432617,0.6571445465087891,0.3771507740020752
